Day,Train No.,Org stn,Sign on,Dept time,Dest stn,Arr time,Sign off,Travel time,Duty time,NDH,Rest time
M,22122,IGP,13:15,13:45,LTT,16:15,16:45,2:30,3:30,0:0,'17:50
Tu,82356,CSMT,10:35,11:5,IGP,13:55,14:25,2:50,3:50,0:0,'11:50
W,11402,IGP,2:15,2:45,CSMT,5:35,6:5,2:50,3:50,3:45,'16:10
W,12115,CSMT,22:15,22:45,PUNE,2:20,2:50,3:35,4:35,4:35,'12:30
Th,11030,PUNE,15:20,15:50,CSMT,20:5,20:35,4:15,5:15,0:0,'18:15
F,12619,LTT,14:50,15:20,RN,21:0,21:30,5:40,6:40,0:0,'9:50
Sa,12617,RN,7:20,7:50,KYN,13:27,13:57,5:37,6:37,0:0,'28:38
Su,12105,CSMT,18:35,19:5,IGP,21:45,22:15,2:40,3:40,0:15,'10:15
Duty 110 -
M,12140,IGP,8:30,9:0,CSMT,12:0,12:30,3:0,4:0,0:0,'17:0
Tu,22129,LTT,5:30,6:0,IGP,8:25,8:55,2:25,3:25,0:30,'16:0
W,12102,IGP,0:55,1:25,LTT,3:55,4:25,2:30,3:30,3:30,'16:5
W,22143,CSMT,20:30,21:0,PUNE,0:40,1:10,3:40,4:40,3:10,'7:20
Th,22731,PUNE,8:30,9:0,CSMT,13:5,13:35,4:5,5:5,0:0,'18:25
F,WTG,LTT,8:0,8:0,LTT,16:0,16:0,8:0,8:0,0:0,'27:5
Sa,12137,CSMT,19:5,19:35,IGP,22:20,22:50,2:45,3:45,0:50,'10:10
Su,12187,IGP,9:0,9:30,CSMT,12:20,12:50,2:50,3:50,0:0,'18:50
Duty 111 -
M,11301,CSMT,7:40,8:10,PUNE,11:45,12:15,3:35,4:35,0:0,'13:25
Tu,11006,PUNE,1:40,2:10,DR,5:30,6:0,3:20,4:20,4:20,'16:15
Tu,12167,LTT,22:15,22:45,IGP,1:25,1:55,2:40,3:40,3:40,'9:35
W,12294,IGP,11:30,12:0,LTT,14:40,15:10,2:40,3:40,0:0,'17:0
Th,11029,CSMT,8:10,8:40,PUNE,12:45,13:15,4:5,5:5,0:0,'12:25
F,11006,PUNE,1:40,2:10,DR,5:30,6:0,3:20,4:20,4:20,'24:25
Sa,18520,LTT,6:25,6:55,PUNE,10:20,10:50,3:25,4:25,0:0,'12:30
Sa,11020,PUNE,23:20,23:50,CSMT,4:0,4:30,4:10,5:10,5:10,'17:15
Su,12322,CSMT,21:45,22:15,IGP,0:55,1:25,2:40,3:40,3:25,'10:50
Duty 112 -
M,11056,IGP,12:15,12:45,LTT,15:20,15:50,2:35,3:35,0:0,'16:5
Tu,12534,CSMT,7:55,8:25,IGP,11:0,11:30,2:35,3:35,0:0,'14:15
W,20104,IGP,1:45,2:15,LTT,4:35,5:5,2:20,3:20,3:20,'16:15
W,12701,CSMT,21:20,21:50,PUNE,1:30,2:0,3:40,4:40,4:0,'9:20
Th,12164,PUNE,11:20,11:50,LTT,15:40,16:10,3:50,4:50,0:0,'19:0
F,16345,LTT,11:10,11:40,ROHA,14:10,14:40,2:30,3:30,0:0,'22:42
Sa,16346,ROHA,13:22,13:52,LTT,16:45,17:15,2:53,3:53,0:0,'17:20
Su,12869,CSMT,10:35,11:5,IGP,13:55,14:25,2:50,3:50,0:0,'11:05
After working duty number 112 the crew will pick up duty number 99
Duty 113 -
M,11042,PUNE,1:58,2:28,DR,6:35,7:5,4:7,5:7,4:2,'31:20
Tu,12139,CSMT,14:25,14:55,IGP,17:40,18:10,2:45,3:45,0:0,'9:55
W,12138,IGP,4:5,4:35,CSMT,7:35,8:5,3:0,4:0,1:55,'16:15
Th,22115,LTT,0:20,0:50,RN,6:25,6:55,5:35,6:35,5:40,'15:15
Th,12134,RN,22:10,22:40,CSMT,4:35,5:5,5:55,6:55,6:55,'27:5
Sa,11029,CSMT,8:10,8:40,PUNE,12:45,13:15,4:5,5:5,0:0,'11:40
Su,11140,PUNE,0:55,1:25,CSMT,5:10,5:40,3:45,4:45,4:45,'16:55
Su,20111,CSMT,22:35,23:5,RN,4:45,5:15,5:40,6:40,6:40,'18:10
Duty 114 -
M,12620,RN,23:25,23:55,LTT,6:35,7:5,6:40,7:40,6:35,'16:30
W,11003,DR,23:35,0:5,ROHA,2:50,3:20,2:45,3:45,3:45,'14:50
W,12449,ROHA,18:10,18:40,BSR,21:15,23:30,2:35,5:20,1:30,'16:25
Th,12153,LTT,15:55,16:25,IGP,18:55,19:25,2:30,3:30,0:0,'9:25
F,12290,IGP,4:50,5:20,CSMT,8:5,8:35,2:45,3:45,1:10,'20:5
Sa,12051,CSMT,4:40,5:10,RN,10:30,11:0,5:20,6:20,1:20,'11:10
Sa,12134,RN,22:10,22:40,CSMT,4:35,5:5,5:55,6:55,6:55,'18:55
Duty 115 -
M,WTG,CSMT,0:0,0:0,CSMT,8:0,8:0,8:0,8:0,6:0,'34:35
Tu,12105,CSMT,18:35,19:5,IGP,21:45,22:15,2:40,3:40,0:15,'9:55
W,22178,IGP,8:10,8:40,CSMT,11:40,12:10,3:0,4:0,0:0,'18:50
Th,12741,KYN,7:0,7:30,IGP,9:12,9:42,1:42,2:42,0:0,'15:28
F,18030,IGP,1:10,1:40,LTT,4:5,4:35,2:25,3:25,3:25,'16:5
F,12809,CSMT,20:40,21:10,IGP,23:50,0:20,2:40,3:40,2:20,'10:50
Sa,12142,IGP,11:10,11:40,LTT,14:10,14:40,2:30,3:30,0:0,'16:40
Su,12519,LTT,7:20,7:50,IGP,10:15,10:45,2:25,3:25,0:0,'10:45
Su,11062,IGP,21:30,22:0,LTT,0:25,0:55,2:25,3:25,2:55,'19:55
Duty 116 -
M,12450,BSR,20:50,23:5,ROHA,2:2,2:32,2:57,5:42,4:32,'10:50
Tu,16346,ROHA,13:22,13:52,LTT,16:45,17:15,2:53,3:53,0:0,'19:0
W,22159,CSMT,12:15,12:45,PUNE,16:23,16:53,3:38,4:38,0:0,'8:2
Th,11140,PUNE,0:55,1:25,CSMT,5:10,5:40,3:45,4:45,4:45,'16:5
Th,12322,CSMT,21:45,22:15,IGP,0:55,1:25,2:40,3:40,3:25,'12:50
F,15018,IGP,14:15,14:45,LTT,17:15,17:45,2:30,3:30,0:0,'19:0
Sa,11017,LTT,12:45,13:15,PUNE,16:40,17:10,3:25,4:25,0:0,'8:48
Su,11028,PUNE,1:58,2:28,DR,6:35,7:5,4:7,5:7,4:2,'20:45
Duty 117 -
M,12484,BSR,3:50,6:5,RN,12:25,12:55,6:20,9:5,2:10,'28:50
Tu,12052,RN,17:45,18:15,CSMT,23:30,0:0,5:15,6:15,2:0,'30:30
Th,11007,CSMT,6:30,7:0,PUNE,11:5,11:35,4:5,5:5,0:0,'13:10
F,12702,PUNE,0:45,1:15,CSMT,4:55,5:25,3:40,4:40,4:40,'16:50
F,12167,LTT,22:15,22:45,IGP,1:25,1:55,2:40,3:40,3:40,'12:20
Sa,15018,IGP,14:15,14:45,LTT,17:15,17:45,2:30,3:30,0:0,'19:15
Su,12188,CSMT,13:0,13:30,IGP,16:10,16:40,2:40,3:40,0:0,'09:50
Duty 118 -
M,12152,IGP,2:30,3:0,LTT,5:30,6:0,2:30,3:30,3:30,'16:5
M,11013,LTT,22:5,22:35,PUNE,1:55,2:25,3:20,4:20,4:20,'13:45
Tu,11018,PUNE,16:10,16:40,LTT,20:30,21:0,3:50,4:50,0:0,'21:15
W,17612,CSMT,18:15,18:45,IGP,21:25,21:55,2:40,3:40,0:0,'9:0
Th,17611,IGP,6:55,7:25,CSMT,10:7,10:37,2:42,3:42,0:0,'18:53
F,12165,LTT,5:30,6:0,IGP,8:25,8:55,2:25,3:25,0:30,'16:15
Sa,18030,IGP,1:10,1:40,LTT,4:5,4:35,2:25,3:25,3:25,'16:15
Sa,12450,BSR,20:50,23:5,ROHA,2:2,2:32,2:57,5:42,4:32,'10:50
Su,16346,ROHA,13:22,13:52,LTT,16:45,17:15,2:53,3:53,0:0,'22:50
Duty 119 -
M,11401,CSMT,16:5,16:35,IGP,19:15,19:45,2:40,3:40,0:0,'8:20
Tu,12138,IGP,4:5,4:35,CSMT,7:35,8:5,3:0,4:0,1:55,'21:25
W,12859,CSMT,5:30,6:0,IGP,8:45,9:15,2:45,3:45,0:30,'10:30
W,11072,IGP,19:45,20:15,LTT,22:55,23:25,2:40,3:40,1:25,'16:5
Th,17613,PNVL,15:30,16:0,PUNE,19:25,19:55,3:25,4:25,0:0,'9:55
F,17614,PUNE,5:50,6:20,PNVL,9:0,9:30,2:40,3:40,0:10,'16:25
Sa,12978,BSR,1:55,4:10,RN,9:45,10:15,5:35,8:20,4:5,'21:5
Su,12617,RN,7:20,7:50,KYN,13:27,13:57,5:37,6:37,0:0,'21:13
Duty 120 -
M,16345,LTT,11:10,11:40,ROHA,14:10,14:40,2:30,3:30,0:0,'18:25
Tu,12217,ROHA,9:5,9:35,BSR,12:45,15:0,3:10,5:55,0:0,'17:10
W,11029,CSMT,8:10,8:40,PUNE,12:45,13:15,4:5,5:5,0:0,'11:30
Th,12702,PUNE,0:45,1:15,CSMT,4:55,5:25,3:40,4:40,4:40,'16:50
Th,12167,LTT,22:15,22:45,IGP,1:25,1:55,2:40,3:40,3:40,'16:10
F,12533,IGP,18:5,18:35,CSMT,22:45,23:15,4:10,5:10,1:15,'17:25
Sa,12123,CSMT,16:40,17:10,PUNE,20:25,20:55,3:15,4:15,0:0,'10:25
Su,12126,PUNE,7:20,7:50,CSMT,11:25,11:55,3:35,4:35,0:0,'18:45
Duty 121 -
M,10103,CSMT,6:40,7:10,RN,13:35,14:5,6:25,7:25,0:0,'25:20
Tu,16334,RN,15:25,15:55,BSR,23:10,1:25,7:15,10:0,3:25,'39:15
Th,12123,CSMT,16:40,17:10,PUNE,20:25,20:55,3:15,4:15,0:0,'10:55
F,22160,PUNE,7:50,8:20,CSMT,12:30,13:0,4:10,5:10,0:0,'24:20
Sa,22634,BSR,13:20,15:35,RN,21:50,22:20,6:15,9:0,0:20,'19:25
Su,12052,RN,17:45,18:15,CSMT,23:30,0:0,5:15,6:15,2:0,'20:35
Duty 122 -
M,22654,BSR,20:35,22:50,RN,5:0,5:30,6:10,8:55,7:30,'31:40
W,12431,RN,13:10,13:40,BSR,19:45,22:0,6:5,8:50,0:0,'19:45
Th,12109,CSMT,17:45,18:15,IGP,20:50,21:20,2:35,3:35,0:0,'11:10
F,12140,IGP,8:30,9:0,CSMT,12:0,12:30,3:0,4:0,0:0,'17:0
Sa,12859,CSMT,5:30,6:0,IGP,8:45,9:15,2:45,3:45,0:30,'12:15
Sa,11062,IGP,21:30,22:0,LTT,0:25,0:55,2:25,3:25,2:55,'16:25
Su,11009,CSMT,17:20,17:50,PUNE,22:20,22:50,4:30,5:30,0:50,'09:40
Duty 123 -
M,22731,PUNE,8:30,9:0,CSMT,13:5,13:35,4:5,5:5,0:0,'23:55
Tu,11071,LTT,13:30,14:0,IGP,16:25,16:55,2:25,3:25,0:0,'10:25
W,12106,IGP,3:20,3:50,CSMT,6:50,7:20,3:0,4:0,2:40,'16:15
Th,11003,DR,23:35,0:5,ROHA,2:50,3:20,2:45,3:45,3:45,'10:2
Th,16346,ROHA,13:22,13:52,LTT,16:45,17:15,2:53,3:53,0:0,'19:0
F,22159,CSMT,12:15,12:45,PUNE,16:23,16:53,3:38,4:38,0:0,'9:32
Sa,12116,PUNE,2:25,2:55,CSMT,6:35,7:5,3:40,4:40,3:35,'16:35
Su,22177,CSMT,23:40,0:10,IGP,3:0,3:30,2:50,3:50,3:50,'10:45
Su,15018,IGP,14:15,14:45,LTT,17:15,17:45,2:30,3:30,0:0,'22:40
Duty 124 -
M,12201,LTT,16:25,16:55,RN,22:27,22:57,5:32,6:32,0:57,'23:13
Tu,12134,RN,22:10,22:40,CSMT,4:35,5:5,5:55,6:55,6:55,'16:40
W,12322,CSMT,21:45,22:15,IGP,0:55,1:25,2:40,3:40,3:25,'10:5
Th,82355,IGP,11:30,12:0,CSMT,14:50,15:20,2:50,3:50,0:0,'22:20
F,22732,CSMT,13:40,14:10,PUNE,18:5,18:35,3:55,4:55,0:0,'8:30
Sa,17412,PUNE,3:5,3:35,CSMT,7:25,7:55,3:50,4:50,2:55,'16:10
Su,22538,LTT,0:5,0:35,IGP,3:15,3:45,2:40,3:40,3:40,'10:30
Su,12742,IGP,14:15,14:45,KYN,16:22,16:52,1:37,2:37,0:0,'23:08
Duty 125 -
M,WTG,LTT,16:0,16:0,LTT,0:0,0:0,8:0,8:0,2:0,'19:55
Tu,17318,DR,19:55,20:25,PUNE,0:2,0:32,3:37,4:37,2:32,'7:58
W,22731,PUNE,8:30,9:0,CSMT,13:5,13:35,4:5,5:5,0:0,'27:20
Th,12123(P),CSMT,16:55,17:10,PUNE,20:25,20:40,3:15,3:45,0:0,'10:40
F,12126,PUNE,7:20,7:50,CSMT,11:25,11:55,3:35,4:35,0:0,'19:55
Sa,19578,BSR,7:50,10:5,RN,15:50,16:20,5:45,8:30,0:0,'20:50
Su,22413,RN,13:10,13:40,BSR,19:45,22:0,6:5,8:50,0:0,'20:15
Duty 126 -
M,17612,CSMT,18:15,18:45,IGP,21:25,21:55,2:40,3:40,0:0,'9:40
Tu,12110,IGP,7:35,8:5,CSMT,10:45,11:15,2:40,3:40,0:0,'17:45
W,17617,CSMT,5:0,5:30,IGP,8:13,8:43,2:43,3:43,1:0,'9:37
W,12533(P),IGP,18:20,18:35,CSMT,22:45,23:0,4:10,4:40,1:0,'16:20
Th,11079,LTT,15:20,15:50,IGP,18:30,19:0,2:40,3:40,0:0,'9:5
F,12138,IGP,4:5,4:35,CSMT,7:35,8:5,3:0,4:0,1:55,'16:10
Sa,11099,LTT,0:15,0:45,ROHA,3:15,3:45,2:30,3:30,3:30,'23:15
Su,11004,ROHA,3:0,3:30,DR,6:40,7:10,3:10,4:10,3:0,'16:15
Su,11027,DR,23:25,23:55,PUNE,3:35,4:5,3:40,4:40,4:40,'14:00
Duty 127 -
M,22106,PUNE,18:5,18:35,CSMT,22:0,22:30,3:25,4:25,0:30,'16:20
Tu,12619,LTT,14:50,15:20,RN,21:0,21:30,5:40,6:40,0:0,'23:5
W,22149,RN,20:35,21:5,PUNE,5:50,6:20,8:45,9:45,8:0,'11:5
Th,12128,PUNE,17:25,17:55,CSMT,21:5,21:35,3:10,4:10,0:0,'24:10
F,12322,CSMT,21:45,22:15,IGP,0:55,1:25,2:40,3:40,3:25,'11:50
Sa,12520,IGP,13:15,13:45,LTT,16:15,16:45,2:30,3:30,0:0,'19:30
Su,22159,CSMT,12:15,12:45,PUNE,16:23,16:53,3:38,4:38,0:0,'09:05
After working duty number 127 the crew will pick up duty number 113
Duty 128 -
M,12112,IGP,3:5,3:35,CSMT,6:15,6:45,2:40,3:40,2:55,'16:15
M,11057,CSMT,23:0,23:30,IGP,2:15,2:45,2:45,3:45,3:45,'15:0
Tu,22130,IGP,17:45,18:15,LTT,20:50,21:20,2:35,3:35,0:0,'18:40
W,WTG,LTT,16:0,16:0,LTT,0:0,0:0,8:0,8:0,2:0,'20:5
Th,16339,CSMT,20:5,20:35,PUNE,0:20,0:50,3:45,4:45,2:50,'10:30
F,12164,PUNE,11:20,11:50,LTT,15:40,16:10,3:50,4:50,0:0,'26:5
Sa,17612,CSMT,18:15,18:45,IGP,21:25,21:55,2:40,3:40,0:0,'10:15
Su,22178,IGP,8:10,8:40,CSMT,11:40,12:10,3:0,4:0,0:0,'19:15
Duty 129 -
M,12171,LTT,7:25,7:55,IGP,10:15,10:45,2:20,3:20,0:0,'14:10
Tu,12102,IGP,0:55,1:25,LTT,3:55,4:25,2:30,3:30,3:30,'16:5
Tu,22107,CSMT,20:30,21:0,PUNE,0:40,1:10,3:40,4:40,3:10,'9:25
W,22180,PUNE,10:35,11:5,LTT,14:25,14:55,3:20,4:20,0:0,'16:45
Th,11301,CSMT,7:40,8:10,PUNE,11:45,12:15,3:35,4:35,0:0,'12:40
F,11140,PUNE,0:55,1:25,CSMT,5:10,5:40,3:45,4:45,4:45,'18:5
Sa,12879,LTT,23:45,0:15,IGP,2:50,3:20,2:35,3:35,3:35,'15:0
Sa,12172,IGP,18:20,18:50,LTT,21:30,22:0,2:40,3:40,0:0,'16:25
Su,12139,CSMT,14:25,14:55,IGP,17:40,18:10,2:45,3:45,0:0,'08:55
After working duty number 129 the crew will pick up duty number 128
 ,Summary
Duty no., Total Duty hours, Total Rest hours, Total NDH
Duty 1,34:47,132:13,15:57
Duty 2,41:45,137:40,07:10
Duty 3,35:20,133:30,14:25
Duty 4,35:14,117:46,08:27
Duty 5,39:10,135:50,17:10
Duty 6,41:12,128:23,13:17
Duty 7,35:45,137:50,14:15
Duty 8,37:27,117:53,10:05
Duty 9,34:00,143:07,09:00
Duty 10,37:28,133:05,14:45
Duty 11,39:40,127:20,15:15
Duty 12,36:20,124:20,06:00
Duty 13,34:15,127:20,07:20
Duty 14,37:55,137:05,13:27
Duty 15,33:05,139:35,12:15
Duty 16,40:45,132:10,10:30
Duty 17,35:42,120:38,11:05
Duty 18,37:52,136:03,04:12
Duty 19,42:40,134:35,25:27
Duty 20,34:10,126:05,09:05
Duty 21,36:25,120:30,15:00
Duty 22,36:27,135:38,09:17
Duty 23,40:03,134:37,13:05
Duty 24,36:30,128:25,13:40
Duty 25,43:45,127:30,12:55
Duty 26,34:23,138:57,15:35
Duty 27,36:45,115:15,04:25
Duty 28,33:55,143:10,16:15
Duty 29,39:58,138:27,17:40
Duty 30,41:30,147:15,20:45
Duty 31,35:40,118:55,13:25
Duty 32,41:19,135:46,11:32
Duty 33,40:15,135:25,13:45
Duty 34,32:33,151:57,08:40
Duty 35,39:43,125:57,12:15
Duty 36,37:38,131:52,11:35
Duty 37,40:07,119:53,22:15
Duty 38,36:52,144:28,06:15
Duty 39,37:25,114:45,11:15
Duty 40,36:23,132:07,13:40
Duty 41,42:20,130:20,13:45
Duty 42,34:15,137:15,14:25
Duty 43,41:55,129:15,18:20
Duty 44,36:24,120:46,02:32
Duty 45,37:40,132:05,05:55
Duty 46,34:52,131:03,05:17
Duty 47,47:32,134:03,23:05
Duty 48,39:47,123:33,09:05
Duty 49,32:15,122:40,12:25
Duty 50,39:37,140:13,15:07
Duty 51,42:02,136:33,12:25
Duty 52,35:42,141:23,06:32
Duty 53,37:32,128:23,04:07
Duty 54,39:17,129:53,09:07
Duty 55,31:43,126:47,12:50
Duty 56,40:22,134:28,17:47
Duty 57,37:09,136:36,21:35
Duty 58,37:15,128:30,15:55
Duty 59,37:34,120:11,14:45
Duty 60,34:57,145:28,16:15
Duty 61,35:25,134:30,14:05
Duty 62,37:50,132:10,10:10
Duty 63,43:22,136:33,15:10
Duty 64,32:09,117:31,04:50
Duty 65,36:29,121:36,16:15
Duty 66,38:12,141:33,17:40
Duty 67,39:20,122:00,14:40
Duty 68,34:17,131:38,14:07
Duty 69,38:02,133:13,05:05
Duty 70,41:33,139:17,23:05
Duty 71,34:58,117:17,14:20
Duty 72,36:20,127:55,17:05
Duty 73,36:52,131:48,15:17
Duty 74,36:13,140:42,15:20
Duty 75,37:16,126:19,08:50
Duty 76,38:22,142:18,13:00
Duty 77,36:23,117:17,06:35
Duty 78,38:47,127:43,15:20
Duty 79,46:55,164:00,14:35
Duty 80,40:45,122:15,13:20
Duty 81,46:45,126:05,13:25
Duty 82,35:35,109:55,07:00
Duty 83,37:55,130:50,11:55
Duty 84,37:10,140:10,11:45
Duty 85,35:47,138:33,17:32
Duty 86,32:10,123:23,10:30
Duty 87,34:42,128:45,13:02
Duty 88,37:40,137:20,18:15
Duty 89,39:35,142:05,12:20
Duty 90,34:59,117:01,15:10
Duty 91,38:00,137:50,07:45
Duty 92,37:38,137:27,10:45
Duty 93,37:20,123:15,16:57
Duty 94,37:10,150:10,11:00
Duty 95,44:22,124:33,15:52
Duty 96,35:20,122:50,12:20
Duty 97,33:55,130:55,14:30
Duty 98,35:24,125:21,05:35
Duty 99,35:50,135:50,17:15
Duty 100,33:55,145:50,14:20
Duty 101,36:30,122:35,13:35
Duty 102,35:14,127:01,08:55
Duty 103,31:55,135:35,12:50
Duty 104,41:40,142:45,14:00
Duty 105,40:25,123:05,06:40
Duty 106,36:25,118:00,11:40
Duty 107,34:39,141:06,08:10
Duty 108,37:25,136:00,14:00
Duty 109,37:57,125:18,08:35
Duty 110,36:15,130:55,08:00
Duty 111,38:55,133:40,20:55
Duty 112,31:13,126:02,07:20
Duty 113,42:52,146:35,29:57
Duty 114,37:15,107:20,21:15
Duty 115,35:47,153:03,14:55
Duty 116,35:40,115:20,16:44
Duty 117,35:55,130:45,12:30
Duty 118,36:27,145:08,16:17
Duty 119,38:07,124:58,08:05
Duty 120,36:50,126:40,09:35
Duty 121,42:05,139:50,05:45
Duty 122,38:00,117:55,11:45
Duty 123,36:46,139:09,13:50
Duty 124,36:59,130:36,17:52
Duty 125,43:22,126:53,04:32
Duty 126,35:43,132:07,15:05
Duty 127,36:48,115:05,11:55
Duty 128,36:15,136:05,11:30
Duty 129,36:10,127:30,15:00
